623.5464,185.54872,82.0
628.33234,183.4912,82.0
633.01544,181.366,82.0
633.01544,176.15668,82.0
633.01544,170.94724,82.0
633.01544,165.73792,82.0
633.01544,160.52847,82.0
630.3157,157.11256,82.0
625.5137,155.0932,82.0
620.6407,153.26152,82.0
615.8348,154.01884,82.0
614.5329,158.95576,82.0
612.92694,155.3524,82.0
612.92694,150.14296,82.0
612.92694,144.93352,82.0
612.92694,139.7242,82.0
613.6953,135.28323,82.0
615.56494,139.47784,82.0
619.22577,143.06824,82.0
623.889,145.38184,82.0
628.69366,147.39496,82.0
633.4994,149.40579,82.0
638.30505,151.41676,82.0
643.11066,153.4276,82.0
647.9163,155.43845,82.0
652.722,157.44928,82.0
657.5276,159.46024,82.0
662.33325,161.47107,82.0
667.13885,163.48192,82.0
671.9445,165.49277,82.0
673.27905,168.4624,82.0
668.4889,170.50972,82.0
663.6986,172.55716,82.0
658.90845,174.6046,82.0
654.1183,176.65204,82.0
649.3281,178.69948,82.0
644.53784,180.7468,82.0
639.7477,182.79424,82.0
634.9575,184.84167,82.0
630.16736,186.88911,82.0
625.3772,188.93655,82.0
620.65125,191.12428,82.0
616.3664,194.05264,82.0
614.5858,198.87833,82.0
612.92694,195.55132,82.0
612.92694,190.342,82.0
612.92694,185.13257,82.0
613.11,180.10623,82.0
615.0896,183.81989,82.0
618.57996,187.04549,82.0
636.2898,159.48676,82.0
637.6418,160.05423,82.0
638.99396,160.62172,82.0
640.346,161.18921,82.0
641.6982,161.75668,82.0
643.05023,162.32416,82.0
644.4022,162.89163,82.0
645.7544,163.45912,82.0
647.10645,164.0266,82.0
648.4585,164.59409,82.0
649.81067,165.16156,82.0
651.16266,165.72903,82.0
652.5147,166.29652,82.0
653.8669,166.864,82.0
655.21893,167.43149,82.0
656.571,167.99896,82.0
657.9231,168.56644,82.0
659.27515,169.13391,82.0
660.4482,169.70224,82.0
659.1014,170.2822,82.0
657.75464,170.86215,82.0
656.4079,171.44212,82.0
655.0611,172.0222,82.0
653.71436,172.60216,82.0
652.3676,173.18213,82.0
651.0208,173.7622,82.0
649.6741,174.34216,82.0
648.32733,174.92212,82.0
646.9806,175.50208,82.0
645.6338,176.08215,82.0
644.28705,176.66212,82.0
642.9403,177.24208,82.0
641.5935,177.82204,82.0
640.24677,178.40213,82.0
638.9,178.98209,82.0
637.5532,179.56204,82.0
