{0.002212, -0.130531, 0.00022}
{0.003986, -0.146852, 0.00022}
{0.005759, -0.163173, 0.00022}
{0.007532, -0.179493, 0.00022}
{0.009305, -0.195814, 0.00022}
{0.011078, -0.212135, 0.00022}
{0.012851, -0.228456, 0.00022}
{0.014624, -0.244777, 0.00022}
{0.016397, -0.261098, 0.00022}
{0.018171, -0.277418, 0.00022}
{0.019944, -0.293739, 0.00022}
{0.021717, -0.31006, 0.00022}
{0.02349, -0.326381, 0.00022}
{0.025263, -0.342702, 0.00022}
{0.027036, -0.359022, 0.00022}
{0.028809, -0.375343, 0.00022}
{0.030582, -0.391664, 0.00022}
{0.032356, -0.407985, 0.00022}
{0.034129, -0.424306, 0.00022}
{0.046151, -0.429204, 0.00022}
{0.050207, -0.415393, 0.00022}
{0.05202, -0.399077, 0.00022}
{0.053833, -0.38276, 0.00022}
{0.055646, -0.366444, 0.00022}
{0.057459, -0.350127, 0.00022}
{0.059272, -0.333811, 0.00022}
{0.061085, -0.317495, 0.00022}
{0.062898, -0.301178, 0.00022}
{0.064711, -0.284862, 0.00022}
{0.066523, -0.268545, 0.00022}
{0.068336, -0.252229, 0.00022}
{0.070149, -0.235912, 0.00022}
{0.071962, -0.219596, 0.00022}
{0.073775, -0.203279, 0.00022}
{0.075588, -0.186963, 0.00022}
{0.077401, -0.170647, 0.00022}
{0.079214, -0.15433, 0.00022}
{0.081027, -0.138014, 0.00022}
{0.082609, -0.121675, 0.00022}
{0.083332, -0.105278, 0.00022}
{0.082007, -0.088933, 0.00022}
{0.077221, -0.073284, 0.00022}
{0.067521, -0.060166, 0.00022}
{0.053513, -0.051864, 0.00022}
{0.037281, -0.050422, 0.00022}
{0.021937, -0.055858, 0.00022}
{0.010025, -0.067027, 0.00022}
{0.002718, -0.081637, 0.00022}
{0.000077, -0.097795, 0.00022}
{0.000608, -0.114193, 0.00022}
{0.041298, -0.490413, 0.00022}
{0.03617, -0.4907, 0.00022}
{0.031115, -0.4916, 0.00022}
{0.02622, -0.493151, 0.00022}
